445396,805.4,800.4,0.4
455546,805.3,800.6,0.4
455696,805.3,800.4,0.4
455845,805.4,800.4,0.4
455996,805.8,800.4,0.5
456145,806.0,800.4,0.5
456296,805.9,800.5,0.5
456445,805.9,800.4,0.5
456595,805.8,800.4,0.5
456745,805.8,800.3,0.5
456895,805.8,800.3,0.5
457046,805.8,800.4,0.4
457195,805.8,800.4,0.5
457345,805.9,800.4,0.5
457495,805.8,800.4,0.5
457645,805.8,800.4,0.5
457795,805.9,800.4,0.5
457945,805.7,800.3,0.5
458094,805.8,800.4,0.4
458245,805.9,800.3,0.5
458394,805.9,800.4,0.5
458545,805.7,800.4,0.4
458694,805.8,800.3,0.5
458844,805.8,800.5,0.4
458994,805.9,800.4,0.5
459144,805.9,800.4,0.5
459294,805.8,800.3,0.5
459444,805.8,800.4,0.5
459593,805.8,800.5,0.4
459705,805.8,135.2,55.9
459813,805.8,98.4,58.9
459881,112.1,95.0,1.4
459948,94.9,92.8,0.2
460056,91.8,800.4,-59.1
460165,805.2,103.0,58.5
460315,805.8,800.4,0.5
460424,106.4,800.4,-57.8
460533,109.4,800.3,-57.6
460683,805.8,800.3,0.5
460792,115.1,800.3,-57.1
460943,805.9,800.5,0.5
461092,805.9,800.4,0.5
461242,805.9,800.3,0.5
461392,806.0,800.3,0.5
461542,805.9,800.3,0.5
461692,805.3,800.5,0.4
461842,805.9,800.4,0.5
461991,805.3,800.4,0.4
462142,805.2,800.3,0.4
462291,805.9,800.4,0.5
462442,806.0,800.5,0.5
462592,806.0,800.3,0.5
462741,806.0,800.3,0.5
462892,805.3,800.3,0.4
463041,805.4,800.2,0.4
463191,805.4,800.4,0.4
463341,805.3,800.3,0.4
463491,805.3,800.3,0.4
463641,805.3,800.5,0.4
463791,805.3,800.4,0.4
