1
1056171,67.0,800.3,-61.1
1056277,67.0,800.3,-61.1
1056384,67.0,800.3,-61.1
1056490,67.5,800.4,-61.1
56064,67.0,800.3,-61.1
1056171,67.0,800.3,-61.1
1056277,67.0,800.3,-61.1
1056384,67.0,800.3,-61.1
1056490,67.5,800.4,-61.1
1056598,67.5,800.3,-61.1
1056704,67.4,800.3,-61.1
1056811,67.8,800.4,-61.0
1056917,67.0,800.3,-61.1
1057024,67.0,800.2,-61.1
1057130,67.0,800.3,-61.1
1057238,68.0,800.3,-61.0
1057344,68.1,800.3,-61.0
1057451,67.3,800.4,-61.1
1057557,67.3,800.3,-61.1
1057664,66.9,800.3,-61.1
1057770,66.8,800.4,-61.1
1057878,67.0,800.4,-61.1
1057984,66.8,800.3,-61.1
1058091,67.3,800.3,-61.1
1058197,66.8,800.3,-61.1
1058304,66.8,800.4,-61.1
1058410,66.8,800.4,-61.1
1058516,66.9,800.5,-61.1
1058624,67.1,800.3,-61.1
1058731,66.7,800.3,-61.1
1058837,66.7,800.3,-61.1
1058944,66.8,800.3,-61.1
1059050,66.8,800.4,-61.1
1059156,66.9,800.3,-61.1
1059263,67.1,800.6,-61.1
1059371,67.4,800.3,-61.1
1059477,67.1,800.3,-61.1
1059584,67.2,800.3,-61.1
1059690,67.9,800.3,-61.0
1059796,67.9,800.4,-61.0
1059904,69.1,800.3,-60.9
1060011,70.1,800.3,-60.8
1060117,72.2,800.4,-60.7
1060225,74.0,800.3,-60.5
1060290,77.2,82.4,-0.4
1060440,805.7,800.4,0.4
1060547,86.3,800.3,-59.5
1060655,86.6,800.4,-59.5
1060805,805.2,800.4,0.4
1060872,94.4,96.8,-0.2
1060939,94.1,98.9,-0.4
1061006,95.9,101.4,-0.5
1061073,97.5,102.3,-0.4
1061141,99.5,104.2,-0.4
1061210,102.0,105.6,-0.3
1061277,105.5,108.3,-0.2
1061387,805.2,110.6,57.9
1061496,108.9,800.4,-57.6
1061646,805.1,800.4,0.4
1061796,805.3,800.4,0.4
1061946,805.9,800.4,0.5
1062096,805.9,800.3,0.5
1062246,805.9,800.4,0.5
1062396,805.8,800.4,0.5
1062546,805.3,800.4,0.4
1062696,805.8,800.5,0.4
1062846,805.8,800.4,0.5
1062995,805.9,800.5,0.4
1063107,148.4,800.4,-54.3
1063258,805.8,800.4,0.5
1063407,805.9,800.3,0.5
1063558,805.7,800.3,0.5
1063668,138.0,800.4,-55.2
1063779,137.3,800.3,-55.3
1063889,136.7,800.3,-55.3
1064000,136.6,800.5,-55.3
1064112,136.8,800.3,-55.3
1064222,137.1,800.4,-55.3
1064372,805.9,800.4,0.5
1064522,805.9,800.4,0.5
1064672,805.9,800.4,0.5
1064822,805.7,800.4,0.4
1064972,805.9,800.4,0.5
1065122,805.8,800.4,0.4
1065272,805.9,800.4,0.5
1065422,805.9,800.4,0.5
1065533,137.7,800.4,-55.2
1065644,138.6,800.4,-55.1
1065793,805.2,800.5,0.4
1065944,805.2,800.3,0.4
1066093,805.2,800.3,0.4
1066244,805.4,800.3,0.4
1066393,805.2,800.3,0.4
1066544,805.2,800.5,0.4
1066656,174.7,800.5,-52.1
1066806,805.8,800.4,0.5
1066956,805.9,800.4,0.5
1067070,185.1,800.4,-51.3
1067219,805.9,800.4,0.5
1067370,805.7,800.5,0.4
1067520,805.3,800.4,0.4
1067670,805.3,800.4,0.4
1067820,805.2,800.3,0.4
1067969,805.2,800.3,0.4
1068120,805.1,800.3,0.4
1068269,805.2,800.3,0.4
1068420,805.3,800.4,0.4
1068569,805.2,800.3,0.4
1068719,805.2,800.3,0.4
1068869,805.2,800.3,0.4
1069019,805.2,800.4,0.4
1069169,805.4,800.4,0.4
1069319,805.2,800.4,0.4
1069468,805.2,800.5,0.4
1069619,805.2,800.4,0.4
1069768,805.3,800.3,0.4
1069919,805.2,800.4,0.4
1070068,805.2,800.4,0.4
1070218,805.2,800.5,0.4
1070368,805.1,800.4,0.4
1070518,805.1,800.4,0.4
1070668,805.2,800.3,0.4
1070818,805.2,800.4,0.4
1070968,805.1,800.5,0.4
1071118,805.8,800.4,0.4
1071267,805.2,800.4,0.4
1071418,805.2,800.3,0.4
1071567,805.3,800.3,0.4
1071718,805.2,800.3,0.4
1071867,805.3,800.4,0.4
1072017,805.2,800.5,0.4
1072167,805.2,800.4,0.4
1072317,805.3,800.4,0.4
1072467,805.1,800.3,0.4
1072617,805.2,800.4,0.4
1072766,805.3,800.5,0.4
1072917,805.3,800.3,0.4
1073067,805.3,800.3,0.4
1073217,805.3,800.4,0.4
1073357,646.2,800.3,-12.8
