527355.3,800.4,8,800.3,0.5
537214,805.7,800.6,0.4
537365,805.8,800.4,0.4
537515,805.8,800.4,0.5
537665,805.2,800.4,0.4
537815,805.3,800.4,0.4
537964,805.3,800.4,0.4
538115,805.2,800.4,0.4
538264,805.2,800.3,0.4
538414,805.3,800.5,0.4
538564,805.2,800.5,0.4
538714,805.2,800.4,0.4
538864,805.5,800.5,0.4
539014,805.9,800.5,0.5
539163,805.8,800.4,0.5
539314,805.9,800.3,0.5
539463,805.9,800.4,0.5
539614,805.7,800.5,0.4
539763,805.9,800.4,0.5
539913,805.7,800.5,0.4
540063,805.7,800.4,0.4
540213,805.8,800.4,0.5
540363,805.7,800.4,0.4
540513,805.8,800.4,0.5
540662,805.7,800.5,0.4
540813,805.8,800.4,0.4
540962,805.9,800.5,0.4
541113,805.7,800.4,0.4
541262,805.8,800.4,0.4
541412,805.8,800.5,0.4
541562,805.8,800.4,0.4
541712,805.8,800.4,0.5
541820,99.1,800.4,-58.4
541929,95.9,800.4,-58.7
542038,95.6,800.3,-58.7
542104,95.0,97.9,-0.2
542172,97.7,96.2,0.1
542238,96.9,96.0,0.1
542305,96.0,96.0,0.0
542372,97.6,96.3,0.1
542439,99.2,96.3,0.2
542508,110.9,97.5,1.1
542617,805.8,111.2,57.9
542727,805.7,110.8,57.9
542876,805.2,800.4,0.4
543026,805.2,800.4,0.4
543176,805.2,800.4,0.4
543326,805.1,800.4,0.4
543475,805.2,800.5,0.4
543626,805.5,800.4,0.4
543775,805.8,800.4,0.5
543926,805.7,800.4,0.4
544075,805.8,800.4,0.4
544225,805.8,800.5,0.4
544375,805.8,800.4,0.4
544525,805.8,800.4,0.5
544675,805.7,800.3,0.4
544825,805.3,800.5,0.4
544974,805.2,800.6,0.4
545125,805.2,800.4,0.4
545274,805.2,800.4,0.4
545425,805.8,800.4,0.4
545574,805.8,800.4,0.4
545724,805.8,800.4,0.4
